Timestamp,Mempool Size,Avg Mempool Wait Time,Max Mempool Wait Time
1900-01-01 22:22:25.157000,628,42459,43807
1900-01-01 22:22:26.158000,628,43460,44808
1900-01-01 22:22:27.157000,628,44459,45807
1900-01-01 22:22:28.158000,628,45460,46808
1900-01-01 22:22:29.158000,628,46460,47808
1900-01-01 22:22:31.569000,0,0,0
1900-01-01 22:22:31.569000,0,0,0
1900-01-01 22:22:32.158000,0,0,0
1900-01-01 22:22:33.157000,0,0,0
1900-01-01 22:22:34.157000,0,0,0
1900-01-01 22:22:35.157000,0,0,0
1900-01-01 22:22:36.157000,0,0,0
1900-01-01 22:22:37.157000,0,0,0
