Block Height,Tx Hash,Submission Time,Commit Time,Latency (ms)
11,F2A453F8C9E00563B12260B635D98619E51E2EF2617C829FFE45B276A34392B7,22:17:16.992,22:17:20.431,3439
11,9468F79088D1E1F491CD0B4147AA3007F8C99AEFE6DB48AA7098BD155145F2E6,22:17:16.998,22:17:20.431,3433
11,66F2B696ACA7BF047975871BE68B28AF58B70C88A7BFBC02812735CF287DDF8D,22:17:17.007,22:17:20.431,3424
11,BBAD06EF2E8FBABB7AAD5CF6E2B861363DF0BDC380E8C1DB65A015D4C7DEF542,22:17:17.013,22:17:20.432,3418
11,95E070F3AE5C9CC12307CEF1E35DA24397334A7E9648F3A83713F28E0B2DFBB7,22:17:17.019,22:17:20.432,3412
11,BC8E0A675E40D2F1A6D96437D3C2A841250447D76B9E54557495293663856E2E,22:17:17.026,22:17:20.432,3405
11,89DC13A50A43E1D37C975DEE6D9242331BE1DE7C15BE2B82C747EB189C6406B3,22:17:17.034,22:17:20.432,3397
11,C739ACC0EAFB75394836A8108B63E7D6BE3EDAA7A691AB846F4509B2D7D73C25,22:17:17.041,22:17:20.432,3390
11,9BCFB8F12C734792B6DAA4FB12D7FF2B8F4D725C29606F61BBA00127A028F0BF,22:17:17.049,22:17:20.432,3383
11,1056680EA2997840EB7BE5EDA1EA65D1D2F643AEA888F171E56C5D4443E1A05F,22:17:17.054,22:17:20.432,3377
11,57750829C605D56F723B41ED93D62D30D7991FDAE27FFBAFA08E8E51E17B40EA,22:17:17.061,22:17:20.432,3370
11,9E752D609A7D40C823751434FD69AA07733C97EC26450388A6122825D79832F0,22:17:17.067,22:17:20.432,3365
11,34B17F2033803E769EC136B9EFB22526ED4376AB1E6C5105290EF72ECD3876F4,22:17:17.073,22:17:20.432,3359
11,FB150A31925962A27B60AA032BB3982B2A5A542FABB0594E47F2F869C9EB1CDF,22:17:17.077,22:17:20.432,3355
11,3FDF1FC4301EA456A4BC106596F30C0EB7E2881DB91EB0F1DADBF55893D7D848,22:17:17.082,22:17:20.432,3350
11,4E95C05C23F862A40193A64EF80969DD7842696FDEE7820F0ED63E66DAAE84A2,22:17:17.585,22:17:20.432,2847
11,CA920DAF619E523DFCF5244D944A562959F53BB98B70856A6FA76ED3FFBF2316,22:17:17.592,22:17:20.432,2840
11,5B4C7F659079784B326FA26DE1231722AF4594B298717DE8C13636346B195B96,22:17:17.597,22:17:20.433,2835
11,C8FCAE684578777DEE47CEDC72A35FC6B20AB7A0AA85267B683A2D6D0C362259,22:17:17.602,22:17:20.433,2830
11,F10886C6A1DB237C71391EEA3C744F21AEA7558AB6217E6F02D2189FA2729451,22:17:17.607,22:17:20.433,2825
11,A6C882C19367E9617D25AD9128D081A35A5AD6D4FDDC9320BE59CFB6EF6160ED,22:17:17.613,22:17:20.433,2820
11,660346A61CCA51353C8A0C5B15ED35086E72F50547CFD62882360F71FA19855D,22:17:17.618,22:17:20.433,2814
11,8DB0CB70A63EF95527603678B02A0D98C9B5760A69C55FF7C547C7AC66B2A7CA,22:17:17.625,22:17:20.433,2808
11,3B0EDC77F2238561AC5A9B966C9ACF2D6B953496EE5EC98BFF4C7590F2B592EA,22:17:17.630,22:17:20.433,2802
11,04315418BFB85D5956EE9C5F0AC9FAAC233B7A9615F1394FF3EC365C72EA3D8C,22:17:17.636,22:17:20.433,2797
11,18305B629FE726BA06641582B13FCFA0DFB4BD20560D32858160C19FBE5CEC79,22:17:17.641,22:17:20.433,2792
11,B6425DB9AE0278A99220CA54283541473344FB985F089AD8CCAD7BDAC91EECE4,22:17:17.646,22:17:20.433,2786
11,AA2CE05CF1AB4797D28128E13E304294DA157F70B80213273913F287271EB730,22:17:17.653,22:17:20.433,2780
11,D10BB2882E9D9EB8B251782AA30DFA605702EC26A3C94E59FB14A432C41B8467,22:17:17.659,22:17:20.433,2774
11,4815682613A459281E1F70BCE8B986E86AC9B9CCD2E10B915CD2FBB6EE0B1244,22:17:17.665,22:17:20.433,2768
11,8396E05903FD3B6765DD9260FA4CA1E10BCE82D66CDAF2C16D1F51ACDDC1C3C8,22:17:17.671,22:17:20.433,2762
11,FA27CB507DAB589DFF613270DB640A990A63124F5709ED0822B6D547A0D09D83,22:17:17.676,22:17:20.433,2757
11,8AC01BB1917DEAD31B7C10DBD0B31B9B51B3C6E09265AC6AB08F8B67FD2EE7A2,22:17:17.682,22:17:20.434,2751
11,B8D403EB35A3AF67464F7C2D36252EA09090F2927E37D80E616C30D1F6F1EFDC,22:17:17.688,22:17:20.434,2746
11,ABE32FBF33D88172B8F59CA9160215A01596BA7A027B5147D231272D7886BAFC,22:17:17.695,22:17:20.434,2738
11,3E7CAC6C14EA1F8F6B1EAE8A5C6302E0F33A89BA4F54DA45B8D2E89BF18354E6,22:17:17.701,22:17:20.434,2732
11,D221A6999171AE161292A64DC951153388846E1A9119C1D4351B93D5588E004F,22:17:17.709,22:17:20.434,2724
11,CB22122CEA6FF4B0621635D0D7B5E46A8A48DDFC430CE50C5F3CC43877BBDC0A,22:17:17.716,22:17:20.434,2717
11,2FBCA7AF9C034F6B3143BD93D2BF3F21C9E93668006F07EF6E3D2794DF1CE299,22:17:17.727,22:17:20.434,2706
11,A9981F1335C47FAC919369A2D091FDD418A98BB1BC7F46EF2B8BF955506FAE18,22:17:17.732,22:17:20.434,2702
11,A0A46397BC13611A3138043778AE7DCC6678B871D8EC377974C9348E7A840B5C,22:17:17.736,22:17:20.434,2697
11,CC743198CD0D355D15112750FAEB256877EDD5DBDA6F65373E09C34F2A062012,22:17:17.741,22:17:20.434,2693
11,80C07A9A667731C3666775C6A41A84F4AA7C2DA29DD3EEE09E7444E6B1D46E8D,22:17:17.745,22:17:20.434,2688
11,37F5E4924CA800FBF74BC1C87CA7D4669F069A2D4374BAEF2A7EFBDCF969F104,22:17:17.751,22:17:20.434,2683
11,E36A08471AB0E0C059B9A668A7A07D4EA7EB201A4B5F9A12831A8299D124002F,22:17:17.757,22:17:20.434,2677
11,11B42115EF11CC7F180C7CF78F319A9818AEE40CB115C676AE11F681FE5291D2,22:17:17.762,22:17:20.434,2672
11,23ABA5A979F67CD4A191E2312A0685C76834D86D3201C9182856E328280A07A2,22:17:17.766,22:17:20.435,2668
11,38B9CC061767F25D46A06A74C29C3981B8E555CC18C6285EC76E38950BF955F8,22:17:17.770,22:17:20.435,2664
11,FDEFA9341A12B0C42DE170C9CB634C4749DE4F547AB387166C892C1A59DD1F59,22:17:17.773,22:17:20.435,2661
11,A20554B0A6719BF461ADC63BB0CD3A8AE6CC61B1EA290DBDC2A681FB9CDCCB4C,22:17:17.777,22:17:20.435,2657
11,F480066378BDEC56723A61444B8D91A00D0E9AFA543611E7E653ED3CE05C3CB8,22:17:17.781,22:17:20.435,2653
11,BDAD6A16A52D86807F436A0F300625B649C59404FDE14A468C263D45CF7CF7B1,22:17:17.785,22:17:20.435,2650
11,7339C63B1285DC4CE0C3392B358B1AF98FFF578B689073184CDC68F0611CFC6D,22:17:17.789,22:17:20.435,2645
11,185541685145723741B0BD394A32DAAB79814120C5E8935454BF971D555E92AB,22:17:17.795,22:17:20.435,2640
11,11CADF6F32EF35E9BEEDAB04D0B37B6F549612BB6CC09E8D33D437DF24CA31B3,22:17:17.798,22:17:20.435,2637
11,590A77E8582DC9123A15F7D6B12551D9F90090833FF793AEEEAEA59BE8F67FEE,22:17:17.802,22:17:20.435,2633
11,972782E547CA1407E2E6F404D05A0199D51A61E673B5E2605C007B608D06DB65,22:17:17.806,22:17:20.435,2629
11,50ADAE4F64CE41E88D86EB9603767AD2C7FEC028C07035207088615DBE36A8A5,22:17:17.809,22:17:20.435,2626
11,BA3440634CA7B28E582009AACB84F1857A36089CFBA23771690EF8801DB32B8C,22:17:17.812,22:17:20.435,2623
11,3384D1A211D952663CC13A6AC57DCEB802240D914E5CF75B40ADB41C1DB540CB,22:17:17.815,22:17:20.435,2620
11,8CA92A33FDE3FA1B09EA84BB1198F64588E5BB5F2001142A5717DC1881C60E47,22:17:17.818,22:17:20.436,2617
11,A100EA8CB53F82C35A24F9EC4B4DBACBF8B1AB97B97AD5D26AB3B50BA4FA4DA5,22:17:17.822,22:17:20.436,2613
11,F64355C2E3C19FBB0A2893CAF65EAF474FA844C4F9D7DC6AB7F13BCC95058E58,22:17:17.826,22:17:20.436,2609
11,CF1A0D081AD5B05F803708CCA4B89138B4A9317EB599F013D753DF18CEEB3ABF,22:17:17.830,22:17:20.436,2605
11,055497AD55650E99371D4F33801B8CFC6B056C4B1B04E8C932575D4BDF82CFE5,22:17:17.834,22:17:20.436,2602
11,2B98B209B9E74C865F466CCFC6BBFA9982C7615FBBCA91BDDC7AE3174CF13085,22:17:17.838,22:17:20.436,2598
11,91BEB3AE37194ECEC907E100493F17FA4689BC6F942734D1B347C7E565E4937D,22:17:17.841,22:17:20.436,2594
11,538D9FD2C377CA96997436D106872FD9D9B965E8360C036FE67AD89595E09B47,22:17:17.846,22:17:20.436,2589
11,3D6833DB14DAFA086A070ED1D56A46738ADD5E0B06A4E1BDEB95BCD7C25CD04A,22:17:17.850,22:17:20.436,2585
11,C16713C137E0ABCA96FBD829EA601DC3A872459A58213293142E47B8493FD7A8,22:17:17.854,22:17:20.436,2581
11,5BB6501E516E82462185C0D0CAC927060517B2A32F86A8FB63241505D2ABEAD8,22:17:17.857,22:17:20.436,2578
11,7DE332542D3A9C543C96E8A7ECFEA68F05F31EED13CDAB07E92AECFAB1CECBF2,22:17:17.861,22:17:20.436,2575
11,4C9ECB41F63B2AAA20232822DEBC0B28EED0A6E9B9D137C1C4716A28EF5EDEF9,22:17:17.864,22:17:20.436,2572
11,8DC885E14943DE9FC415940D0A9E04017264A456A67AA0D5A29090D54E72E28D,22:17:17.868,22:17:20.436,2568
11,32285ADABD12973468422F0A3A04BE991160FD80893CE95C53B2CAB8EFA2EE93,22:17:17.872,22:17:20.437,2564
11,8F4535DFE7401F12411C57686A8443B79E03F92761479688E442BCCEB8320673,22:17:17.875,22:17:20.437,2561
11,31D3DE6389CD8F76FFD83E40688B3CF3C2BE8A9DCD930C84889E9BA085241FD7,22:17:17.879,22:17:20.437,2558
11,1ECA5F9C18730F08AD2DB0A81F7A9F1EB0EF74343BD0B650F8B4D9D60D5734FC,22:17:17.882,22:17:20.437,2554
11,B506EAF0D69685D83A0C54E7F14D4CEB77D540B18A3D45B0B00DF88362CA030A,22:17:17.885,22:17:20.437,2551
11,21545C9E54BD97AC9D14C8E76E303933EDA6CF5F67B26BFA55DA75409035C2D7,22:17:17.889,22:17:20.437,2547
11,1EC4BE958484F5F4AF02851CD4B55E5AF90C585BF48EA2880912AD9261665476,22:17:17.894,22:17:20.437,2542
11,86DC6EF2C4F99C7C6EF58F8337004942755FBFAE88971E66B75E2AD7D002788D,22:17:17.899,22:17:20.437,2538
11,B6147AAD941C0BE766B7AB94B8C51A9A833B6510EF5FECD8AEFB0667D8B1D0BB,22:17:17.903,22:17:20.437,2533
11,9EE9885CCB7435B05258585A3288EDFE04DCAA5E7F7A1C40E0E25E623EC17B36,22:17:17.908,22:17:20.437,2529
11,F542401D8549607BAFA950910B5B2A6D5671661E5CB61AA25A6FF588E5840AD1,22:17:17.911,22:17:20.437,2525
11,586C8C6222E07357DC882E7538F54AA15AF3FA802DB4D9E796A4E2BF40B40781,22:17:17.915,22:17:20.437,2522
11,2F0F0289FEB96A7ADB149FFF2633821A52D6C0213AE546FAD222F3D778D8518A,22:17:17.919,22:17:20.437,2518
11,09369A70A0E4C4214901AE4DF0870264DCCF3FC6A7AE51C499C9163DFC8452CA,22:17:17.923,22:17:20.437,2514
11,2C4F960FAFF441C7FB7FEBB52C0ED67109A8E030DE8721641110E24C4D04E23C,22:17:17.928,22:17:20.437,2509
11,FD6660A2AA57F1A10171507286702C23C7E67196FFA0E42EC820890CA45C8E2B,22:17:17.932,22:17:20.437,2505
11,1388640C707887C342D37F2F236738942E74446184ECD66AEEE2F669C0F97E36,22:17:17.936,22:17:20.438,2501
11,08B9629CE33F397DAC7A8189F062F465B2FDF22759A89DAA729974209E14A203,22:17:17.939,22:17:20.438,2498
11,DA98DC9BB4C8288207A2D08E3F51D12EF659DA1062687FEA8ACF885560987908,22:17:17.942,22:17:20.438,2495
11,93A903F5BD4B076DE54ED768ECCEFCC453EEDCFA092A7740275B6601975D1EA8,22:17:17.946,22:17:20.438,2491
11,FD91857A722AFDD9E9B50B7D540399252BF9BC74B814A5FE09FE6C56226FB77D,22:17:17.950,22:17:20.438,2487
11,24C2EFFDF1D0EE95A2BF6538624890A4E2203E58D4F28B7B7B46951A086B966D,22:17:17.954,22:17:20.438,2483
11,D35E7497F0AFAD76C301E56E7C7D8F949FC85488BE92F50BB03B351FFC40617E,22:17:17.957,22:17:20.438,2480
11,F00C58733960D45E7FE151DBD0DE1CDA230F8B5E573204B3F63E925C6FD9D839,22:17:17.960,22:17:20.438,2477
11,0409DD260C2B007A616A63A9D7AD62F1889E83DF37AEB51185EC1A0C710A3660,22:17:17.965,22:17:20.438,2473
11,EBAA5E18E373C946FDA8CA1546BF61DB3B42C1E5F6BCD459D2CCECFC2CE7EB80,22:17:17.969,22:17:20.438,2469
11,3799782589F656534272D790A8C6B47ED212F4F5443E494EEC208A43692D81C0,22:17:17.972,22:17:20.438,2465
11,7A58C219BEE1E095ED4B3316AFC81418E2AD0B5D2D03353685951FE5F0066AD6,22:17:17.976,22:17:20.438,2461
11,C1E640A2AC285F9C2058D66C5F6BC60015995AC6BE860DDDFCCD050F43603817,22:17:17.981,22:17:20.438,2457
11,2BB2EA05ED81D9873A1FBA735F0764D9E9706D52234165A07AB9EEBDE56F6DE3,22:17:17.985,22:17:20.438,2453
11,7519A232E4FF97D9053E8D4D62620D836F5B22DDDF5F472BCE51EBC8EC344171,22:17:17.989,22:17:20.438,2449
11,93FC3FB424F4AA80CD59737CCFB3E953A97F1B6D03BF76AF17256143E419C109,22:17:17.994,22:17:20.439,2444
11,A9B39979E9CB3E4A1CDF8535DE667F2F4D6320844A7232D9D3F1BA95BDF971E8,22:17:17.998,22:17:20.439,2440
11,32907BF32972659DBD0B9C5148D5E75E70CDFDE3D96ACEAE88D16BE33642609E,22:17:18.004,22:17:20.439,2435
11,142EF0A3DEAB117BC5020384FA2C500F9CE63CE40FA13EB327144976E4D40743,22:17:18.009,22:17:20.439,2429
11,16A5B156F24CA6A301E026D3850750CEE60413BE06EABFB2413D36D5A4FD0C9E,22:17:18.016,22:17:20.439,2423
11,1490E8EF92C683D61A3836F10895C8FC645C84360A7012E9D9C80D2728EA965F,22:17:18.019,22:17:20.439,2419
11,C7A23936CC5F94EF7AF6479F2AF63979F53C1E4881CEFFC4CD903E7F836F9BCE,22:17:18.023,22:17:20.439,2415
11,71680DA605367E33D254E5BA0F6E9D4E6DA92566035EE2C11BB3A193A65D23CA,22:17:18.027,22:17:20.439,2412
11,216C95C1D188D7CF59E32BA63FF28858A6C5C497EA9263E94D2F9890D60446AC,22:17:18.030,22:17:20.439,2408
11,3105686016C9A5B4AC77F9333BBB56D34FCEE83CAE5E59139E5342D298E72ACC,22:17:18.035,22:17:20.439,2404
11,6495D2ECF5A78D443BB84A2F07AB99783BAD0937D25423AC2901A239CFBA35A1,22:17:18.040,22:17:20.439,2399
11,2C328DA37A429D7E6FF30E0B7EF9FA8D6450BB760EC0A043C5B4A074D3A4FE90,22:17:18.052,22:17:20.439,2387
11,E80042A2AE72CE3622098779C672D55F5A5876FD223AEFB2E911E259AF1F420A,22:17:18.045,22:17:20.439,2394
11,EC5FBCB921D3EBF2B8CCB9E9898660CC73F62B208208D7213E2DF31D281D7D66,22:17:18.048,22:17:20.439,2390
11,B390A384701A15CF3F6FA1E760DE5B2FA9832A4434F6E69F3483ADA3F61A17F0,22:17:18.056,22:17:20.439,2383
11,3BFBA5C1E4C503E60D5F68593FACB7098F0039B690B0DFB5B7CF17B87278C3DE,22:17:18.060,22:17:20.439,2379
11,E43EF519803B256D7915E75D8E8B2A3F8B7B6498AD6EDE16600009DEB9703F24,22:17:18.063,22:17:20.440,2376
11,8DF40D952DDCB34A6C801403BE87138F7F8CD1025846DB672A2D72412D0BF751,22:17:18.067,22:17:20.440,2372
11,9D9C3ECEFFE139CE26EBA37DF2FB0E7871D3A72EEE3B2110E5C53114D67157C1,22:17:18.071,22:17:20.440,2368
11,2603608A610D8CD2BE8CC4BBF2960D908EC98A2853DB435E1BED4ECBE53977DA,22:17:18.075,22:17:20.440,2364
11,30AA32C308A5CE5EEE80D2127B2BF2CA57BE2E4AF69558A6BB5AC92255BDA5E9,22:17:18.079,22:17:20.440,2360
11,50BD0CDA47D68DC45161316E646AD589C4A64BC7B220DD78A4940FE6BFB1DB52,22:17:18.083,22:17:20.440,2356
11,663E5C33EF25FBBAE52A764D4C5D8715D9CB921B069F3CB77971F14F6B3830E5,22:17:18.086,22:17:20.440,2353
11,3AE8D4B5317E466D72856B4226CE69204FC3E499E0F5C142B9832152071B746A,22:17:18.090,22:17:20.440,2349
11,E11331FAA1B49E5356679FA04304B0A4E176207150741D8971133F9F42506C0F,22:17:18.095,22:17:20.440,2345
11,FBBA546B689983211A563CEF55358E4CCE06C0FBDE8CC785B2E7137378FB76EF,22:17:18.101,22:17:20.440,2339
11,F4BEC5D0AA29AF97C4D0D5B337DF78B66E378F27A389E213B0A01215F5137C80,22:17:18.106,22:17:20.440,2334
11,1E2019A273C0859B0AC97B4A2BB4D50CE9DBA8C99CC16F1704363452FB375660,22:17:18.110,22:17:20.440,2330
11,78D4FEC9A3E4F2539576FFAD54C31B240FC1ED4A51D459C98346E534EAEBA534,22:17:18.115,22:17:20.440,2324
11,6D5D14E5CFC60269761BC074E641D31C944A58AAD6CDBDE1E3B1883F1E74B0A1,22:17:18.119,22:17:20.440,2321
11,A4A7CD21DCEB39F94E5CBBB9ABA543A75974F2C4A6456D42F6F565C487500A3C,22:17:18.123,22:17:20.440,2317
11,FE1E61F3E518410C31F4EC8223DA54F31E9E3AE3A8314E62DFE1E445EEB329E3,22:17:18.126,22:17:20.440,2314
11,569616CC675AF81C416E1BDE0E756C82A0AF600E0936AF09BF70D6802B65BA48,22:17:18.129,22:17:20.440,2311
11,B17298BF9125D76CE197080ED141C37C66E4725CB03DB971BADFCD035066D66C,22:17:18.133,22:17:20.441,2307
11,33C7557B274567E9170D78F14AB2147ACB0A72251D53349A38A3C76945BC6F75,22:17:18.136,22:17:20.441,2304
11,BB6DE813088DC0139C6AFD5DA3F78A0630FDE44E7D25AB05F7BC20C871F9D67C,22:17:18.139,22:17:20.441,2301
11,85F46ABEDB11D05FFC867805262A85B18E7F7DF3CC1F847085355505E40CA271,22:17:18.143,22:17:20.441,2297
11,8915C3DF722623E12744F88D5CA221270577E5DFA1F2964CA5B8E5E21DA3EA97,22:17:18.147,22:17:20.441,2294
11,51D1958EFBA1165ABFD132AD0CD714D5A0629B34FC679171841376D6A58D884E,22:17:18.151,22:17:20.441,2290
11,9C2CBB1AF33EFA37DDA51D0CB0BEA5815644DE1EDF23EEE61B7E1FEE6F64CBFE,22:17:18.154,22:17:20.441,2286
11,188A7E2CF580E24BE99D95F8D3C0A277BE92E3C93A7C37A3648ED1B2C681235D,22:17:18.158,22:17:20.441,2283
11,C954C781755471BB552DA326B1226408540FBAECE3E981FE40963E0928D234C6,22:17:18.163,22:17:20.441,2278
11,3F0259ECAA6320FBADE38A688964627261C692E539D04C76D4A65D6FCBA246B8,22:17:18.177,22:17:20.441,2264
11,1DBCE2DC9EB7A19939DBB1FE73EB965CDFE4297C774B550CF49B650C032981CE,22:17:18.186,22:17:20.441,2255
11,4F7015215C549F45C3C04C20106A58841336C53E052ACCD563887A3219B28728,22:17:18.193,22:17:20.441,2248
11,052FC9CA55E84276E0301516918A5BC3299FF84F41C0C19FA515331645F16631,22:17:18.201,22:17:20.441,2240
11,1908A71FE80A99BF35DD9C375F084B9F819E2BC89FF5F99B3993E93220D67C7E,22:17:18.207,22:17:20.441,2234
11,6B698FFB55E2249277F611DE7F9B01A6E8C452D7D7A0F48132FD85B04F692C1E,22:17:18.214,22:17:20.441,2227
11,C10B62B3E16C1E34379192BD502341047762FB48CB2928F982C4671CB62789E1,22:17:18.222,22:17:20.441,2219
11,EAC01A8D6566249D984DD2027A039473E242EF39B799E90EA1AD8579DA1EE89E,22:17:18.228,22:17:20.442,2213
11,04BCBA5DC386E5ACEB8D8A89B8B6B628C2E8284CDFA73488581B53FD17549DE7,22:17:18.234,22:17:20.442,2207
11,D60EFC7765DC17033D411B64110243FC82C141EFF978157D13C90006EBC8FEF7,22:17:18.241,22:17:20.442,2200
11,CDC6C897FEC22BC1EAA03E9E98BCF4FA6DCCBC2D9C8C70F075AB827FC25B9555,22:17:18.248,22:17:20.442,2193
11,06AF30C6BD5D2136C1CB73EE7064CC728F4867464147D48BEDAF5CA2271BEFAC,22:17:18.255,22:17:20.442,2186
11,FAAADA4692EB99160B1332E023CF5A066357846CDC07F8EC4D44D04D013609B3,22:17:18.265,22:17:20.442,2176
11,49A3552D697B40C1171CF2B8B676E18520ACC8E0D9B5CFD0BFB9D6495B104690,22:17:18.273,22:17:20.442,2169
11,0C99A5030291512B5AF03F97BF157AB7B9BBAB766822DFAC7E5C832A8D28A580,22:17:18.282,22:17:20.442,2160
11,A4E41FF083D3B385748255446C3FEC73EBAC9D9EA0D64CB5B948C884FBE5165C,22:17:18.289,22:17:20.442,2153
11,51A4A2FA105D1BE856FB00D898DF5B32F92F713F166EE616E3DA413FD02143B6,22:17:18.297,22:17:20.442,2145
11,686ED874F77F121F166443FC5D6853923A1EFCA71C2FC7C637EC84627323976B,22:17:18.304,22:17:20.442,2137
11,35D1AFE2AD13C1D30A5791C87A9EA8B0602717CB1170E4C7DF12AA8B28A23EE6,22:17:18.310,22:17:20.442,2132
11,C2171CE46906F7EF7BAFC108E5F2B6D08744185470B9CDBE11C97940C67E500A,22:17:18.317,22:17:20.442,2125
11,E4AC38CB7F05B408AC1BE6B69F7288D0F8E7D05B397539963312AD09DCF2D959,22:17:18.325,22:17:20.442,2117
11,D74002F7B2501F1F94C062C476C58EF90DD31E0732D431FD2563B8C08A3C354E,22:17:18.331,22:17:20.442,2111
11,AA0650EDE8041C241FF0785AB080C8DF3904115CF92480BBBCAB5C06C521C84B,22:17:18.339,22:17:20.443,2103
11,69B3F79185EF6BF7A6EE75B8681C30A9405C456492A0965BCBFF7E8EB7D3AD9F,22:17:18.347,22:17:20.443,2095
11,FE97A7569F33556896F2A18310351A2C1B9CC84BBF7F9BE415F237646363CC38,22:17:18.357,22:17:20.443,2086
11,DFB244884637AAA05765602B5407426B6A9BDCE9D06CAF90FC1F3DEDEF8340AC,22:17:18.363,22:17:20.443,2079
11,A0C6938A59273407F1F042E206AB21548909DBB5089BB31146D9E36D1BC7A067,22:17:18.368,22:17:20.443,2074
11,E2467A9B89FDE770C25293A978E2E0D01BC9B97C6EA1CB81A688AA463D929BE9,22:17:18.373,22:17:20.443,2070
11,34252BE5A00927E8B74FD4EE5BB958AD4843EFBA81832BB40877151C8E2C0599,22:17:18.379,22:17:20.443,2064
11,32EE121A7F0DE67625C9B1006AB5E6A47479812EFA4FC0965B2F35371508509F,22:17:18.383,22:17:20.443,2059
11,F177B304D986A26A62DFF85A31FD74BDF3EC10AEE32BAC808F9CD76E1CEE6445,22:17:18.390,22:17:20.443,2053
11,4935D07A50C4C25B7D96714AE96B4A54A5854D4827C815D3559763507CDA4457,22:17:18.396,22:17:20.443,2047
11,EA57CDAB89B31C62FCCC20ECA8B02F616A6D808479E281E57B6E14BCF697815C,22:17:18.404,22:17:20.443,2039
11,5DB808574FE72F5F1ED5628700FD276238F063846CC2A2D5CBB5C290D023EA72,22:17:18.410,22:17:20.443,2033
11,AAA05B3F48CCDF6CC4CF009AF2E3933CEC8152A600D28ED89AEBB5C09045F3A2,22:17:18.419,22:17:20.443,2024
11,7AA75A54E761EA8C14F95ABDC3C3BE4AB8CCB0AB157E3A8B8503DF0A8A6E8510,22:17:18.442,22:17:20.443,2000
11,2F6A4ADECDF64998E6D8D8FC24ABD7BA2436F8A8DBB9EC86400159A859481DDA,22:17:18.425,22:17:20.443,2018
11,5F93FDDE125D152127F8E2691636398B520116FAAEB41662361A6787A9815E02,22:17:18.434,22:17:20.444,2009
11,D983A453B5FF70ECC9DCBBBAE052C45F1F3EC2BA04318AEB55224B9C95D852EF,22:17:18.451,22:17:20.444,1992
11,2198F1BC3F569BA4B1C38DC0B2949A9CFBCD3B23290CC5757B1CE568C219B02E,22:17:18.459,22:17:20.444,1984
11,831B4E9E7E0FDE106D47C533E71047E2AA5ADBF10F5DEA297FCFD23C80940377,22:17:18.467,22:17:20.444,1977
11,60BE6E1243FA620692F0EC717B3C5E22495DE8D143E499E0B670506E916A6323,22:17:18.474,22:17:20.444,1969
11,1E6F0ABF20C8283A90046F71B240D4DFAE368B4835DD0632C10D0717E248CB87,22:17:18.482,22:17:20.444,1961
11,26F8CBF1262475A86C801771EA42C9A687F2C2CAA6451C1031225DB4852BFB4E,22:17:18.489,22:17:20.444,1954
11,25535458A8BAA6DFB6D5E65EA9D0E30EAA138C36971228FC26699941FA25AA69,22:17:18.497,22:17:20.444,1946
11,E2F05ED22D0FEB75D0A477C436DAA05119F280172D21BD3C6BFDAF57F677E7DF,22:17:18.505,22:17:20.444,1938
11,A9E626348FDD0D48297F69324FD8F76B8205517CDB2B70786E982278B669C6B9,22:17:18.512,22:17:20.444,1931
11,F8F59996125B27A97AF084D303E2CE3909861CA3DC8684868211310AA8F47B6C,22:17:18.521,22:17:20.444,1923
11,235A8E7F871E873BF4B5E0F17401E39E2810FADAAFA4D8FFC75D25BC970C3939,22:17:18.529,22:17:20.444,1914
11,767747FCB742EE1BC92F5BEF0C6BB55946C4FDE9CC9A97959835D50C3C34DDF7,22:17:18.537,22:17:20.444,1907
11,8FF724DF06176A9BD0D6C9843AA931E468BF7430ACFB70587C76C6A92CD0265C,22:17:18.545,22:17:20.444,1899
11,A72D5615A0E8DD38DC05B1D598C033F20D0CBC08B895A351A72BB737312BFAD3,22:17:18.554,22:17:20.445,1890
11,50979F5AF221BC0B41228B02946701205A7E7B27A5F4244E6D5585ACDC6B8F2E,22:17:18.562,22:17:20.445,1883
11,957F74F0148835ECB37EFD760A13F074C7ED997F52E878A929B38751E399D755,22:17:18.571,22:17:20.445,1873
11,4C888DA70990EF6FAE36ACA71296BA74D72C63D92C7442007FF5731E1EC592A7,22:17:18.577,22:17:20.445,1867
11,31087F3F336B12EA1BBF4FCA4AD6F36C505E6EA18E8D2E1F7E72C50BD72735DF,22:17:18.585,22:17:20.445,1859
11,A413CA84659965DCBEC20ECA99A73C9E0A15E3F0BBF11F3B64B2C7CAC8349774,22:17:18.593,22:17:20.445,1851
11,65F3B196613692AB608FF09A3145D2EBC295DC5574D9A8542138E9057DFEEBB8,22:17:18.601,22:17:20.445,1844
11,25823A50E57D649A81F5A1BDDC834E51D6FC245ACDE6869DE3D27B48E4806C10,22:17:18.608,22:17:20.445,1837
11,573A4E0680B2916C8694E33224D66F19BCC627773E483EC6675A258FA572762F,22:17:18.616,22:17:20.445,1829
11,EC2CF4DAA810585EB667A373E18C3A55D8198DB5484E0E2259499C39F4FEB151,22:17:18.623,22:17:20.445,1821
11,22702D9490D09BC2116D2E82EBFC14A0CBBF2C50C34882D0749546AACEABE620,22:17:18.631,22:17:20.445,1814
11,FEE08FDAB009FFBE777F6D630A76A9B4FF2929EA6B29613DD066FFB9B27CDC8E,22:17:18.639,22:17:20.445,1806
11,C0476B34057BCDAC4D908F1B90A81CA0B04DA86D64EFE304A254DC5068A61A5F,22:17:18.646,22:17:20.445,1799
11,F4D4FF6DA8DD0122A25229D56816D203542FC254BB50F141DA25F4D98EB6E714,22:17:18.654,22:17:20.445,1791
