Timestamp,Mempool Size,Avg Mempool Wait Time,Max Mempool Wait Time
1900-01-01 22:24:22.206000,124,334,671
1900-01-01 22:24:23.206000,358,780,1671
1900-01-01 22:24:24.206000,297,1163,1845
1900-01-01 22:24:25.206000,530,1428,2845
1900-01-01 22:24:26.206000,779,1808,3845
1900-01-01 22:24:27.206000,987,2336,4845
1900-01-01 22:24:28.400000,497,1873,2947
1900-01-01 22:24:29.207000,651,2156,3754
1900-01-01 22:24:30.207000,415,1947,3498
1900-01-01 22:24:31.209000,635,2131,4500
1900-01-01 22:24:32.207000,474,1476,3236
1900-01-01 22:24:33.357000,440,1469,2775
1900-01-01 22:24:34.206000,634,1746,3625
1900-01-01 22:24:35.447000,329,1561,2674
1900-01-01 22:24:36.347000,242,1298,2364
1900-01-01 22:24:37.207000,436,1372,3223
1900-01-01 22:24:38.268000,330,1161,1921
1900-01-01 22:24:39.206000,569,1415,2859
1900-01-01 22:24:40.407000,360,1370,2139
1900-01-01 22:24:41.206000,544,1565,2938
1900-01-01 22:24:42.206000,508,1636,3271
1900-01-01 22:24:43.207000,700,2076,4273
1900-01-01 22:24:44.206000,385,1498,2777
1900-01-01 22:24:45.206000,459,1579,3037
1900-01-01 22:24:46.821000,285,1529,2424
1900-01-01 22:24:47.207000,371,1513,2809
1900-01-01 22:24:48.207000,355,1287,2836
1900-01-01 22:24:49.206000,536,1708,3835
1900-01-01 22:24:50.207000,448,1289,2420
1900-01-01 22:24:51.206000,253,897,1816
1900-01-01 22:24:52.208000,385,1130,2259
1900-01-01 22:24:53.206000,613,1510,3258
1900-01-01 22:24:54.591000,311,1406,2131
1900-01-01 22:24:55.206000,469,1437,2746
1900-01-01 22:24:56.206000,427,1445,3005
1900-01-01 22:24:57.212000,659,1783,4011
1900-01-01 22:24:58.208000,596,1581,3184
1900-01-01 22:24:59.210000,787,2100,4186
1900-01-01 22:25:00.206000,601,1684,3402
1900-01-01 22:25:01.209000,788,2188,4405
1900-01-01 22:25:02.206000,582,1800,3649
1900-01-01 22:25:03.517000,509,1739,3251
1900-01-01 22:25:04.209000,658,1968,3944
1900-01-01 22:25:05.206000,409,1505,2832
1900-01-01 22:25:06.206000,595,1906,3832
1900-01-01 22:25:07.207000,412,1207,2631
1900-01-01 22:25:08.207000,666,1560,3630
1900-01-01 22:25:09.207000,649,1927,3763
1900-01-01 22:25:10.206000,822,2428,4762
1900-01-01 22:25:11.206000,556,1731,3412
