Timestamp,Mempool Size,Avg Mempool Wait Time,Max Mempool Wait Time
1900-01-01 21:02:39.284000,1,0,0
1900-01-01 21:02:39.284000,1,0,0
1900-01-01 21:02:39.665000,84,178,381
1900-01-01 21:02:40.665000,298,652,1381
1900-01-01 21:02:41.884000,269,945,1536
1900-01-01 21:02:42.667000,448,1197,2319
1900-01-01 21:02:43.664000,662,1636,3316
1900-01-01 21:02:44.664000,843,2191,4316
1900-01-01 21:02:45.664000,413,1335,2400
1900-01-01 21:02:46.668000,606,1775,3405
1900-01-01 21:02:47.665000,439,1254,2352
1900-01-01 21:02:48.665000,643,1714,3352
1900-01-01 21:02:49.665000,567,1655,3424
1900-01-01 21:02:50.666000,738,2176,4425
1900-01-01 21:02:51.664000,544,1614,3411
1900-01-01 21:02:52.674000,362,1419,2714
1900-01-01 21:02:53.669000,543,1794,3709
1900-01-01 21:02:54.664000,384,1211,2611
1900-01-01 21:02:55.881000,342,1316,2353
1900-01-01 21:02:56.666000,525,1506,3138
1900-01-01 21:02:57.670000,761,1888,4141
1900-01-01 21:02:58.665000,982,2358,5136
1900-01-01 21:02:59.665000,1104,3041,6136
1900-01-01 21:03:00.665000,494,1787,3133
1900-01-01 21:03:01.664000,427,1685,3312
1900-01-01 21:03:02.668000,668,1902,4316
1900-01-01 21:03:03.834000,399,1509,2743
1900-01-01 21:03:04.669000,563,1797,3578
1900-01-01 21:03:05.665000,459,1463,3138
1900-01-01 21:03:06.856000,406,1397,2642
1900-01-01 21:03:07.668000,523,1833,3455
1900-01-01 21:03:08.665000,356,1402,2721
1900-01-01 21:03:09.664000,402,2232,3720
1900-01-01 21:03:10.664000,171,2285,2909
1900-01-01 21:03:11.664000,171,3285,3909
1900-01-01 21:03:12.665000,171,4286,4910
1900-01-01 21:03:13.665000,0,0,0
1900-01-01 21:03:14.664000,0,0,0
1900-01-01 21:03:15.664000,0,0,0
1900-01-01 21:03:16.691000,0,0,0
1900-01-01 21:03:17.664000,0,0,0
1900-01-01 21:03:18.664000,0,0,0
1900-01-01 21:03:19.665000,0,0,0
1900-01-01 21:03:20.665000,0,0,0
1900-01-01 21:03:21.664000,0,0,0
1900-01-01 21:03:22.750000,0,0,0
1900-01-01 21:03:23.664000,0,0,0
1900-01-01 21:03:24.665000,0,0,0
1900-01-01 21:03:25.664000,0,0,0
1900-01-01 21:03:26.664000,0,0,0
1900-01-01 21:03:27.665000,0,0,0
1900-01-01 21:03:28.664000,0,0,0
