Timestamp,Mempool Size,Avg Mempool Wait Time,Max Mempool Wait Time
1900-01-01 21:16:59.259000,164,589,977
1900-01-01 21:17:00.260000,394,951,1977
1900-01-01 21:17:01.259000,307,1100,1805
1900-01-01 21:17:02.260000,530,1430,2806
1900-01-01 21:17:03.259000,757,1850,3806
1900-01-01 21:17:04.265000,959,2374,4811
1900-01-01 21:17:05.313000,399,1495,2436
1900-01-01 21:17:06.262000,573,1863,3385
1900-01-01 21:17:07.259000,267,1206,2260
1900-01-01 21:17:08.259000,487,1457,3260
1900-01-01 21:17:09.259000,442,1242,2767
1900-01-01 21:17:10.261000,374,1345,2478
1900-01-01 21:17:11.262000,568,1743,3480
1900-01-01 21:17:12.260000,358,1199,2147
1900-01-01 21:17:13.260000,314,1383,2519
1900-01-01 21:17:14.260000,492,1734,3519
1900-01-01 21:17:15.260000,393,1048,2104
1900-01-01 21:17:16.260000,636,1460,3104
1900-01-01 21:17:17.265000,851,1985,4108
1900-01-01 21:17:18.432000,416,1609,2560
1900-01-01 21:17:19.260000,579,1883,3389
1900-01-01 21:17:20.261000,508,1655,3454
1900-01-01 21:17:21.260000,358,1310,2508
1900-01-01 21:17:22.260000,588,1622,3508
1900-01-01 21:17:23.259000,576,1593,3288
1900-01-01 21:17:24.260000,742,2138,4289
1900-01-01 21:17:25.260000,450,1419,2515
1900-01-01 21:17:26.259000,394,1537,2806
1900-01-01 21:17:27.260000,559,1905,3807
1900-01-01 21:17:28.260000,427,1482,3009
1900-01-01 21:17:29.259000,681,1742,4009
1900-01-01 21:17:30.260000,935,2132,5009
1900-01-01 21:17:31.261000,1110,2731,6010
1900-01-01 21:17:32.482000,481,1940,3017
1900-01-01 21:17:33.262000,658,2094,3797
1900-01-01 21:17:34.260000,477,1844,3679
1900-01-01 21:17:35.261000,660,2197,4680
1900-01-01 21:17:36.260000,488,1589,3247
1900-01-01 21:17:37.423000,385,1463,2645
1900-01-01 21:17:38.259000,586,1650,3482
1900-01-01 21:17:39.607000,358,1535,2685
1900-01-01 21:17:40.260000,509,1628,3338
1900-01-01 21:17:41.260000,395,1526,3009
1900-01-01 21:17:42.261000,583,1897,4010
1900-01-01 21:17:43.260000,465,1267,2881
1900-01-01 21:17:44.259000,393,1202,2434
1900-01-01 21:17:45.260000,628,1578,3435
1900-01-01 21:17:46.260000,391,1194,2088
1900-01-01 21:17:47.260000,645,1525,3088
1900-01-01 21:17:48.260000,894,1964,4088
1900-01-01 21:17:49.260000,1117,2485,5088
1900-01-01 21:17:50.261000,1240,3191,6089
1900-01-01 21:17:51.260000,559,2017,3405
1900-01-01 21:17:52.507000,479,1874,3656
1900-01-01 21:17:53.260000,640,2069,4409
1900-01-01 21:17:54.260000,504,1794,3200
1900-01-01 21:17:55.260000,755,2033,4200
1900-01-01 21:17:56.260000,990,2426,5201
1900-01-01 21:17:57.260000,1239,2839,6201
1900-01-01 21:17:58.265000,1401,3466,7206
1900-01-01 21:17:59.261000,1531,4127,8201
1900-01-01 21:18:00.886000,583,3015,4465
1900-01-01 21:18:01.260000,668,2981,4839
1900-01-01 21:18:02.261000,911,3054,5840
1900-01-01 21:18:03.260000,1128,3375,6839
1900-01-01 21:18:04.260000,1252,3992,7839
1900-01-01 21:18:05.261000,1431,4422,8840
1900-01-01 21:18:07.117000,648,3376,5093
1900-01-01 21:18:07.259000,670,3404,5235
1900-01-01 21:18:08.262000,947,3262,6237
1900-01-01 21:18:09.261000,1202,3464,7236
1900-01-01 21:18:10.260000,1472,3735,8235
1900-01-01 21:18:11.260000,1712,4145,9235
1900-01-01 21:18:12.271000,1967,4552,10246
1900-01-01 21:18:13.261000,2101,5220,11235
1900-01-01 21:18:14.261000,2228,5894,12236
1900-01-01 21:18:15.261000,2362,6531,13236
1900-01-01 21:18:16.260000,2590,6909,14235
1900-01-01 21:18:17.938000,1137,3952,7033
1900-01-01 21:18:18.261000,1206,4040,7356
1900-01-01 21:18:19.260000,1466,4232,8355
1900-01-01 21:18:20.261000,1713,4549,9356
1900-01-01 21:18:21.261000,1959,4918,10356
1900-01-01 21:18:22.260000,2198,5326,11356
1900-01-01 21:18:23.261000,2444,5739,12356
1900-01-01 21:18:24.261000,2564,6459,13357
1900-01-01 21:18:25.261000,2612,7332,14356
1900-01-01 21:18:26.261000,2628,8285,15356
1900-01-01 21:18:27.261000,2630,9278,16356
1900-01-01 21:18:32.909000,1502,11844,14971
1900-01-01 21:18:32.909000,1502,11844,14972
1900-01-01 21:18:33.261000,1522,12037,15323
1900-01-01 21:18:34.260000,1548,12830,16322
1900-01-01 21:18:35.261000,1560,13730,17323
1900-01-01 21:18:36.262000,1575,14595,18324
1900-01-01 21:18:37.261000,1601,15350,19323
1900-01-01 21:18:38.261000,1615,16212,20323
1900-01-01 21:18:39.260000,1627,17088,21323
1900-01-01 21:18:40.261000,1640,17950,22323
1900-01-01 21:18:41.268000,222,7838,16777
1900-01-01 21:18:42.260000,239,8247,17769
1900-01-01 21:18:43.260000,252,8803,18770
1900-01-01 21:18:44.259000,270,9176,19769
1900-01-01 21:18:45.260000,283,9727,20770
1900-01-01 21:18:46.260000,288,10552,21770
1900-01-01 21:18:47.433000,159,6538,11172
1900-01-01 21:18:48.260000,179,6577,11998
1900-01-01 21:18:49.263000,235,5840,13002
1900-01-01 21:18:50.259000,162,1619,5482
1900-01-01 21:18:51.260000,199,2273,6482
1900-01-01 21:18:52.259000,221,2996,7482
1900-01-01 21:18:54.061000,82,2835,4077
1900-01-01 21:18:54.260000,83,2999,4276
1900-01-01 21:18:55.259000,107,3185,5275
1900-01-01 21:18:56.260000,124,3684,6276
1900-01-01 21:18:57.260000,148,4008,7276
1900-01-01 21:18:58.272000,145,1534,5348
1900-01-01 21:18:59.259000,131,953,2119
1900-01-01 21:19:00.260000,178,1639,3120
1900-01-01 21:19:01.260000,196,2454,4120
1900-01-01 21:19:02.794000,110,3101,3862
1900-01-01 21:19:03.260000,116,3388,4328
1900-01-01 21:19:04.260000,180,2923,5329
1900-01-01 21:19:05.260000,297,2629,6328
1900-01-01 21:19:06.260000,216,1249,2171
1900-01-01 21:19:07.260000,242,2085,3171
1900-01-01 21:19:08.788000,112,2306,2975
1900-01-01 21:19:09.260000,124,2535,3447
1900-01-01 21:19:10.260000,162,2835,4447
1900-01-01 21:19:11.259000,203,3151,5447
1900-01-01 21:19:12.259000,245,3518,6446
1900-01-01 21:19:13.259000,361,3167,7447
1900-01-01 21:19:14.260000,484,3253,8447
1900-01-01 21:19:15.259000,204,1354,2069
1900-01-01 21:19:16.259000,290,1845,3069
1900-01-01 21:19:17.260000,307,2722,4069
1900-01-01 21:19:18.260000,323,3558,5070
1900-01-01 21:19:19.260000,339,4364,6069
1900-01-01 21:19:20.260000,353,5169,7070
1900-01-01 21:19:21.260000,382,5739,8070
1900-01-01 21:19:22.260000,401,6448,9069
1900-01-01 21:19:23.263000,500,6053,10072
1900-01-01 21:19:24.259000,241,1572,4960
1900-01-01 21:19:25.260000,305,1187,2627
1900-01-01 21:19:26.468000,161,1044,1539
1900-01-01 21:19:27.506000,185,1181,2112
1900-01-01 21:19:28.260000,265,1438,2866
1900-01-01 21:19:29.259000,332,2093,3865
1900-01-01 21:19:30.262000,248,2020,3472
1900-01-01 21:19:31.261000,454,1881,4470
1900-01-01 21:19:32.259000,503,2658,5469
1900-01-01 21:19:33.260000,554,3364,6470
1900-01-01 21:19:34.374000,118,1922,3128
1900-01-01 21:19:35.260000,208,1793,4014
1900-01-01 21:19:36.534000,158,1896,3724
1900-01-01 21:19:37.259000,181,2355,4449
1900-01-01 21:19:38.260000,193,3172,5450
1900-01-01 21:19:39.259000,231,3563,6449
1900-01-01 21:19:40.262000,249,4264,7451
1900-01-01 21:19:41.259000,257,5115,8449
1900-01-01 21:19:42.261000,273,5799,9450
1900-01-01 21:19:43.798000,123,4632,7263
1900-01-01 21:19:44.260000,185,3464,7725
1900-01-01 21:19:45.259000,278,3184,8725
1900-01-01 21:19:46.260000,310,3804,9725
1900-01-01 21:19:47.260000,359,4217,10725
1900-01-01 21:19:48.260000,393,4796,11726
1900-01-01 21:19:49.261000,419,5469,12726
1900-01-01 21:19:51.360000,122,3533,5073
1900-01-01 21:19:51.360000,122,3534,5073
1900-01-01 21:19:52.259000,235,2506,5972
1900-01-01 21:19:53.260000,307,2835,6972
1900-01-01 21:19:54.264000,320,3701,7977
1900-01-01 21:19:55.260000,344,4400,8973
1900-01-01 21:19:56.260000,361,5157,9972
1900-01-01 21:19:58.611000,121,4783,6294
1900-01-01 21:19:58.611000,121,4783,6294
1900-01-01 21:19:59.260000,139,4793,6943
1900-01-01 21:20:00.261000,205,4012,7944
1900-01-01 21:20:01.260000,309,3532,8943
1900-01-01 21:20:02.261000,363,3972,9944
1900-01-01 21:20:03.700000,112,2370,3022
1900-01-01 21:20:04.260000,125,2642,3581
1900-01-01 21:20:05.259000,146,3203,4581
1900-01-01 21:20:06.259000,164,3793,5581
1900-01-01 21:20:07.260000,199,4047,6581
1900-01-01 21:20:08.260000,227,4491,7581
1900-01-01 21:20:09.259000,175,4469,7923
1900-01-01 21:20:10.260000,314,3226,8924
1900-01-01 21:20:11.260000,426,3244,9924
1900-01-01 21:20:12.260000,467,3925,10924
1900-01-01 21:20:13.261000,476,4841,11925
1900-01-01 21:20:14.260000,549,5130,12924
1900-01-01 21:20:16.954000,171,3958,5814
1900-01-01 21:20:16.954000,171,3959,5814
1900-01-01 21:20:17.259000,178,4105,6119
1900-01-01 21:20:18.259000,245,3810,7119
1900-01-01 21:20:19.259000,203,1389,5015
1900-01-01 21:20:20.260000,353,1561,6016
1900-01-01 21:20:21.260000,261,1040,2105
1900-01-01 21:20:22.260000,199,1061,2051
1900-01-01 21:20:23.259000,297,1613,3050
1900-01-01 21:20:24.260000,330,2401,4051
1900-01-01 21:20:25.259000,353,3225,5050
1900-01-01 21:20:27.882000,231,5260,6552
1900-01-01 21:20:27.882000,231,5260,6553
1900-01-01 21:20:28.259000,231,5637,6929
1900-01-01 21:20:29.345000,0,0,0
1900-01-01 21:20:30.260000,0,0,0
1900-01-01 21:20:31.260000,0,0,0
1900-01-01 21:20:32.260000,0,0,0
1900-01-01 21:20:33.260000,0,0,0
1900-01-01 21:20:34.260000,0,0,0
1900-01-01 21:20:35.260000,0,0,0
1900-01-01 21:20:36.260000,0,0,0
1900-01-01 21:20:37.259000,0,0,0
1900-01-01 21:20:38.260000,0,0,0
1900-01-01 21:20:39.327000,0,0,0
1900-01-01 21:20:40.259000,0,0,0
1900-01-01 21:20:41.259000,0,0,0
1900-01-01 21:20:42.260000,0,0,0
1900-01-01 21:20:43.260000,0,0,0
1900-01-01 21:20:44.260000,0,0,0
1900-01-01 21:20:45.259000,0,0,0
1900-01-01 21:20:46.260000,0,0,0
1900-01-01 21:20:47.603000,0,0,0
1900-01-01 21:20:48.261000,0,0,0
1900-01-01 21:20:49.260000,0,0,0
1900-01-01 21:20:50.259000,0,0,0
1900-01-01 21:20:51.260000,0,0,0
1900-01-01 21:20:52.260000,0,0,0
1900-01-01 21:20:53.369000,0,0,0
1900-01-01 21:20:54.260000,0,0,0
1900-01-01 21:20:55.260000,0,0,0
1900-01-01 21:20:56.259000,0,0,0
1900-01-01 21:20:57.259000,0,0,0
1900-01-01 21:20:58.260000,0,0,0
1900-01-01 21:21:00.009000,0,0,0
1900-01-01 21:21:00.260000,0,0,0
1900-01-01 21:21:01.260000,0,0,0
1900-01-01 21:21:02.260000,0,0,0
