Timestamp,Mempool Size,Avg Mempool Wait Time,Max Mempool Wait Time
1900-01-01 21:08:24.162000,66,164,336
1900-01-01 21:08:25.162000,257,627,1336
1900-01-01 21:08:26.219000,233,862,1399
1900-01-01 21:08:27.162000,455,1162,2342
1900-01-01 21:08:28.164000,680,1620,3344
1900-01-01 21:08:29.165000,858,2197,4344
1900-01-01 21:08:30.163000,363,1329,2291
1900-01-01 21:08:31.163000,590,1636,3291
1900-01-01 21:08:32.162000,380,1351,2223
1900-01-01 21:08:33.162000,630,1619,3223
1900-01-01 21:08:34.162000,519,1517,3197
1900-01-01 21:08:35.163000,721,1972,4198
1900-01-01 21:08:36.163000,514,1618,3152
1900-01-01 21:08:37.165000,681,2117,4154
1900-01-01 21:08:38.162000,500,1747,3471
1900-01-01 21:08:39.163000,382,1305,2774
1900-01-01 21:08:40.163000,278,1055,2079
1900-01-01 21:08:41.163000,530,1319,3079
1900-01-01 21:08:42.164000,771,1747,4080
1900-01-01 21:08:43.163000,938,2358,5079
1900-01-01 21:08:44.163000,425,1615,2638
1900-01-01 21:08:45.163000,644,1920,3638
1900-01-01 21:08:46.164000,612,1738,3744
1900-01-01 21:08:47.163000,798,2235,4743
1900-01-01 21:08:48.162000,464,1509,2608
1900-01-01 21:08:49.162000,668,1912,3608
1900-01-01 21:08:50.164000,620,1704,3693
1900-01-01 21:08:51.163000,479,1522,2847
1900-01-01 21:08:52.166000,719,1859,3850
1900-01-01 21:08:53.164000,907,2352,4849
1900-01-01 21:08:54.163000,698,1941,3974
1900-01-01 21:08:55.163000,945,2305,4974
1900-01-01 21:08:56.163000,1180,2747,5974
1900-01-01 21:08:57.163000,1418,3203,6975
1900-01-01 21:08:58.163000,1612,3768,7975
1900-01-01 21:08:59.163000,1716,4514,8974
1900-01-01 21:09:00.612000,574,2577,4086
1900-01-01 21:09:01.162000,709,2581,4636
1900-01-01 21:09:02.163000,965,2763,5636
1900-01-01 21:09:03.163000,1146,3260,6637
1900-01-01 21:09:04.163000,1286,3845,7637
1900-01-01 21:09:05.165000,614,2027,3618
1900-01-01 21:09:06.163000,513,1791,3680
1900-01-01 21:09:07.163000,696,2210,4681
1900-01-01 21:09:08.163000,395,1345,2351
1900-01-01 21:09:09.165000,607,1721,3352
1900-01-01 21:09:10.163000,611,1759,3713
1900-01-01 21:09:11.163000,758,2336,4714
1900-01-01 21:09:12.163000,389,1606,2958
1900-01-01 21:09:13.162000,420,1492,3077
1900-01-01 21:09:14.164000,625,1863,4079
1900-01-01 21:09:15.163000,459,1378,2463
1900-01-01 21:09:16.437000,385,1540,2759
1900-01-01 21:09:17.162000,566,1658,3483
1900-01-01 21:09:18.162000,424,1427,2808
1900-01-01 21:09:19.163000,671,1718,3809
1900-01-01 21:09:20.163000,925,2102,4808
1900-01-01 21:09:21.165000,1078,2743,5810
1900-01-01 21:09:22.163000,422,1972,2896
1900-01-01 21:09:23.163000,542,2411,3897
1900-01-01 21:09:24.163000,372,2186,3972
1900-01-01 21:09:25.190000,140,908,1746
1900-01-01 21:09:26.162000,271,1260,2718
1900-01-01 21:09:27.162000,321,1296,2840
1900-01-01 21:09:28.164000,168,955,1503
1900-01-01 21:09:29.163000,285,1384,2502
1900-01-01 21:09:30.162000,242,986,1998
1900-01-01 21:09:31.163000,397,1376,2998
1900-01-01 21:09:33.589000,157,2275,2735
1900-01-01 21:09:33.589000,157,2276,2735
1900-01-01 21:09:34.163000,159,2817,3308
1900-01-01 21:09:35.162000,178,3472,4308
1900-01-01 21:09:36.163000,193,4163,5308
1900-01-01 21:09:37.183000,108,1927,5341
1900-01-01 21:09:38.312000,94,909,1551
1900-01-01 21:09:39.162000,203,1026,2401
1900-01-01 21:09:40.163000,238,1818,3402
1900-01-01 21:09:41.163000,134,2109,2721
1900-01-01 21:09:42.162000,143,2936,3720
1900-01-01 21:09:43.162000,160,3575,4721
1900-01-01 21:09:44.162000,175,4222,5721
1900-01-01 21:09:45.163000,191,4817,6721
1900-01-01 21:09:46.162000,106,2058,6153
1900-01-01 21:09:47.162000,123,2739,7153
1900-01-01 21:09:48.162000,140,3356,8153
1900-01-01 21:09:49.163000,141,4327,9153
1900-01-01 21:09:50.163000,156,4881,10153
1900-01-01 21:09:51.162000,174,5298,11152
1900-01-01 21:09:52.163000,177,6203,12153
1900-01-01 21:09:53.162000,191,6730,13153
1900-01-01 21:09:54.162000,209,7117,14153
1900-01-01 21:09:55.163000,237,7242,15153
1900-01-01 21:09:56.163000,250,7848,16153
1900-01-01 21:09:57.162000,266,8338,17152
1900-01-01 21:09:59.212000,106,4349,7875
1900-01-01 21:09:59.427000,106,4565,8090
1900-01-01 21:10:00.164000,121,4680,8827
1900-01-01 21:10:01.163000,140,4981,9826
1900-01-01 21:10:02.162000,168,5072,10825
1900-01-01 21:10:03.163000,185,2368,7785
1900-01-01 21:10:04.164000,342,2058,8786
1900-01-01 21:10:05.163000,505,2254,9785
1900-01-01 21:10:06.163000,682,2553,10785
1900-01-01 21:10:07.166000,776,3190,11789
1900-01-01 21:10:08.163000,792,4119,12785
1900-01-01 21:10:09.162000,225,2769,3649
1900-01-01 21:10:10.162000,236,3613,4649
1900-01-01 21:10:11.163000,268,4103,5650
1900-01-01 21:10:12.165000,395,3629,6652
1900-01-01 21:10:13.162000,128,1100,1753
1900-01-01 21:10:14.163000,133,1312,2309
1900-01-01 21:10:15.163000,145,2178,3309
1900-01-01 21:10:16.163000,171,2771,4309
1900-01-01 21:10:17.163000,199,3298,5309
1900-01-01 21:10:18.163000,217,3976,6309
1900-01-01 21:10:19.163000,237,4603,7309
1900-01-01 21:10:20.163000,255,5250,8309
1900-01-01 21:10:21.165000,383,4342,9311
1900-01-01 21:10:22.162000,174,1176,1905
1900-01-01 21:10:23.163000,245,1725,2905
1900-01-01 21:10:24.163000,271,2504,3905
1900-01-01 21:10:25.162000,281,3399,4904
1900-01-01 21:10:26.162000,304,4110,5905
1900-01-01 21:10:27.163000,325,4817,6906
1900-01-01 21:10:28.735000,85,3439,5484
1900-01-01 21:10:29.163000,126,2675,5911
1900-01-01 21:10:30.163000,119,838,3023
1900-01-01 21:10:31.162000,106,721,1151
1900-01-01 21:10:32.163000,145,1389,2152
1900-01-01 21:10:33.163000,168,2133,3152
1900-01-01 21:10:34.163000,180,2949,4152
1900-01-01 21:10:36.262000,85,3565,4851
1900-01-01 21:10:36.262000,85,3565,4851
1900-01-01 21:10:37.162000,90,4248,5751
1900-01-01 21:10:38.163000,166,3047,6752
1900-01-01 21:10:39.162000,201,3481,7751
1900-01-01 21:10:40.162000,212,4281,8752
1900-01-01 21:10:41.163000,221,5080,9752
1900-01-01 21:10:42.163000,233,5790,10753
1900-01-01 21:10:43.162000,245,6489,11751
1900-01-01 21:10:44.162000,297,6237,12751
1900-01-01 21:10:45.162000,105,1007,1996
1900-01-01 21:10:46.162000,260,1111,2996
1900-01-01 21:10:47.162000,368,1610,3996
1900-01-01 21:10:48.166000,418,2337,5000
1900-01-01 21:10:50.715000,133,3235,4003
1900-01-01 21:10:50.715000,133,3235,4003
1900-01-01 21:10:51.162000,143,3433,4450
1900-01-01 21:10:52.163000,147,4328,5450
1900-01-01 21:10:53.162000,142,2051,5270
1900-01-01 21:10:54.163000,249,1962,6271
1900-01-01 21:10:55.162000,121,875,1506
1900-01-01 21:10:56.163000,173,1517,2507
1900-01-01 21:10:57.163000,199,2261,3507
1900-01-01 21:10:58.163000,219,2992,4507
1900-01-01 21:10:59.163000,234,3764,5507
1900-01-01 21:11:00.162000,266,4254,6506
1900-01-01 21:11:01.163000,280,5021,7507
1900-01-01 21:11:02.163000,300,5662,8507
1900-01-01 21:11:03.343000,100,1070,2840
1900-01-01 21:11:04.162000,169,1285,3659
1900-01-01 21:11:05.163000,146,897,1778
1900-01-01 21:11:06.164000,203,1516,2779
1900-01-01 21:11:07.785000,112,1957,2786
1900-01-01 21:11:08.163000,123,2133,3164
1900-01-01 21:11:09.163000,140,2813,4164
1900-01-01 21:11:10.163000,172,3203,5164
1900-01-01 21:11:11.565000,78,2550,4487
1900-01-01 21:11:12.162000,129,2018,5084
1900-01-01 21:11:13.163000,179,2384,6084
1900-01-01 21:11:14.162000,179,3384,7084
1900-01-01 21:11:15.163000,179,4385,8085
1900-01-01 21:11:16.162000,179,5384,9084
1900-01-01 21:11:17.163000,179,6385,10085
1900-01-01 21:11:18.162000,179,7384,11084
1900-01-01 21:11:19.163000,179,8385,12085
1900-01-01 21:11:20.163000,179,9385,13085
1900-01-01 21:11:21.162000,179,10384,14084
1900-01-01 21:11:22.809000,0,0,0
1900-01-01 21:11:23.162000,0,0,0
1900-01-01 21:11:24.162000,0,0,0
1900-01-01 21:11:25.163000,0,0,0
1900-01-01 21:11:26.163000,0,0,0
1900-01-01 21:11:27.162000,0,0,0
1900-01-01 21:11:28.515000,0,0,0
1900-01-01 21:11:29.163000,0,0,0
1900-01-01 21:11:30.162000,0,0,0
1900-01-01 21:11:31.162000,0,0,0
1900-01-01 21:11:32.162000,0,0,0
1900-01-01 21:11:33.163000,0,0,0
1900-01-01 21:11:34.163000,0,0,0
1900-01-01 21:11:35.162000,0,0,0
1900-01-01 21:11:36.471000,0,0,0
1900-01-01 21:11:37.163000,0,0,0
1900-01-01 21:11:38.163000,0,0,0
1900-01-01 21:11:39.162000,0,0,0
1900-01-01 21:11:40.162000,0,0,0
1900-01-01 21:11:41.162000,0,0,0
1900-01-01 21:11:42.163000,0,0,0
