Block Height,TX Count,Execution Time,Commit Time,Block Duration (ms),Block Size (bytes),Block Space Used (%),Consensus Rounds,Consensus Round Duration (ms),Propose → Prevote,Prevote → Precommit,Precommit → Commit,Proposer Address,Proposer VP,TPS
16,329,21:05:33.843,21:05:34.075,232,102678,0.47,1,739,168,197,374,0CB428130DA48D3CE919557181A130374AA8D8AA,6922,1418.103448275862
17,132,21:05:35.240,21:05:35.469,229,41652,0.19,1,651,207,305,139,6158DEFA4BA11C223F63F9444596188C872EAF75,6167,576.4192139737991
18,376,21:05:38.522,21:05:38.885,363,116919,0.53,2,760,188,258,314,0CA11F2CD8979B6B750B312702FD626D29CE9300,874,1035.8126721763085
19,115,21:05:39.709,21:05:40.085,376,37393,0.17,1,429,132,116,181,0CA11F2CD8979B6B750B312702FD626D29CE9300,874,305.8510638297872
20,205,21:05:41.291,21:05:41.521,230,65106,0.3,1,607,277,127,203,0C7DCA39FE99C7F55965A7151316BF8FBB04AE11,687,891.3043478260869
21,158,21:05:42.555,21:05:42.829,274,50865,0.23,1,457,115,162,180,EA6393FA5F2583CC349632097567530677915183,7344,576.6423357664233
22,98,21:05:43.961,21:05:44.316,355,31871,0.14,1,688,220,266,202,0CB428130DA48D3CE919557181A130374AA8D8AA,6922,276.056338028169
23,214,21:05:45.884,21:05:46.149,265,67825,0.31,1,721,226,249,246,E4F41A580F3123D42A2F2B9A50B06E7C6ABDB813,629,807.5471698113207
24,127,21:05:47.485,21:05:47.615,130,40923,0.19,1,832,264,101,467,2B7E94220DD8C7AD0F1147DF12123853097DF878,4408,976.9230769230769
25,207,21:05:49.019,21:05:49.148,129,65703,0.3,1,604,144,307,153,6158DEFA4BA11C223F63F9444596188C872EAF75,6167,1604.6511627906975
26,141,21:05:50.364,21:05:50.492,128,45709,0.21,1,688,31,230,427,3A0AEEF4F060C65746490149E9EAB868013279FE,4374,1101.5625
27,410,21:05:54.012,21:05:54.339,327,127213,0.58,2,875,454,207,214,EA6393FA5F2583CC349632097567530677915183,7344,1253.8226299694188
28,146,21:05:55.263,21:05:55.536,273,46505,0.21,1,500,131,174,195,EA6393FA5F2583CC349632097567530677915183,7344,534.7985347985348
29,185,21:05:56.638,21:05:56.962,324,59038,0.27,1,519,140,190,189,0CB428130DA48D3CE919557181A130374AA8D8AA,6922,570.9876543209876
30,143,21:05:58.380,21:05:58.619,239,46305,0.21,1,707,465,63,179,415BBD91477BEC7D20DA51C465B20478F273300B,2074,598.3263598326361
31,183,21:06:00.109,21:06:00.327,218,58432,0.27,1,930,300,185,445,3CF676FF63C72F14324F311BA1D4EDD444B51031,545,839.4495412844037
32,174,21:06:01.705,21:06:01.887,182,55713,0.25,1,827,205,296,326,6158DEFA4BA11C223F63F9444596188C872EAF75,6167,956.0439560439561
33,474,21:06:05.919,21:06:06.371,452,146598,0.67,2,997,152,258,587,EA6393FA5F2583CC349632097567530677915183,7344,1048.6725663716813
34,105,21:06:07.054,21:06:07.218,164,34007,0.15,1,274,59,94,121,EA6393FA5F2583CC349632097567530677915183,7344,640.2439024390244
35,192,21:06:08.741,21:06:10.422,1681,61167,0.28,1,664,147,293,224,2B7E94220DD8C7AD0F1147DF12123853097DF878,4408,114.21772754312909
36,71,21:06:12.949,21:06:13.100,151,24049,0.11,1,1101,207,771,123,0CB428130DA48D3CE919557181A130374AA8D8AA,6922,470.19867549668874
37,159,21:06:14.851,21:06:15.975,1124,51168,0.23,1,951,428,296,227,3A0AEEF4F060C65746490149E9EAB868013279FE,4374,141.45907473309606
38,203,21:06:19.698,21:06:20.078,380,63343,0.29,2,254,40,46,168,EA6393FA5F2583CC349632097567530677915183,7344,534.2105263157895
39,151,21:06:21.000,21:06:21.171,171,48724,0.22,1,523,205,192,126,EA6393FA5F2583CC349632097567530677915183,7344,883.0409356725146
40,518,21:06:29.496,21:06:30.046,550,159233,0.72,3,855,148,249,458,0CB428130DA48D3CE919557181A130374AA8D8AA,6922,941.8181818181818
41,130,21:06:33.319,21:06:33.843,524,41938,0.19,2,854,139,320,395,0CB428130DA48D3CE919557181A130374AA8D8AA,6922,248.0916030534351

SUMMARY,10000,,,12.74s,,,,,,,,,,785.05
